,0
156,"인도 여행 독려하신분...여자들 이여자 말듣고 여행갔다가 험한꼴.. 당하지 않았나?특이한 인생 사는 사람,,"
157,이런걸 기사내다니
158,누가 궁금해 한다고?
159,이젠 많은사람이 당신의 실체를 알고 있습니다 이젠더이상 어린친구들 사실확인도 안되고 믿기지도 않는 허황된 경험?? 이라는 애기로 바람 고만 넣으시고 열심히 살았지만 안그래도 힘든 20대 또다시 털어먹으려 책팔이 그만하시고 차라리 저기 좌측하고 잘애기해 찬양하는 인도 대사자리라도 하나 받아 사세요
160,책 팔려고 거짓말로 추정되는 걸 소설로 쓴 바람의 딸
161,이분책 여러권 있었는데 진작에 다 재활용때 버림...
162,여성분들 인도여행이나 오지여행으로 이끄신 그분???
163,가짜 여행책 만들어 위험한 인도같은곳. 여행학도 된다는 쓰레기같은 말을 적어놓은ㅡㅡ
164,인도 여행 환상만들어 위험국에 혼자 가라고 떠들었던 아줌마잖아그냥 본인 일기는 일기장에 쓰세요 만인에게 공개하지 마시고
165,한국인이 자서전이나 교훈주는 책을 쓴다? 무조건 의심해 봐야된다.
166,선진국인 미국이나 유럽도 남자도 여행하긴 어려운데 내용이 솔직히 사실인지 확인 필요함~
167,사기꾼 포장으로 뒤덮인 대한민국
168,이미지팔이 아줌마(할머니인가).. 가십거리 장사는 쵝오!
169,나도 이분 비공감 입니다
170,열심히 독특한 삶 사세요~ 책은 안 사요~
171,한비야..소설을 쓰시고 돈벌고 명예도 얻고 드뎌 남자도 하나 무셨네.. 한비야도 뒤에 파보면 고구마 올라오듯 나올꺼같은데..
172,몆년전에 라오스여행 인도여행간 여성2명 실종되어서 지금까지 연락이없으니 죽어구나 시신도 못찾고 결국 사망처리해야지 고국의품으로 ㅠ
173,돈 벌기 위한 책 장사꾼?
174,이런게 기사거리라도 되는지 한심하다.비정상적이다. 비정상을 정상이라고 우기고 호도하고 싶은 거로 보일 뿐이다.
175,책 광고를 조선에서 해주다니 .. 실망이야
176,웃기고 어이없는 인생이네
177,그저 남보다 독하고 치밀한 장사꾼에 불과한듯..
178,"터키, 인도 이런데 여자 혼자가는거 아니다"
179,이여자때문에 인도여행가서 성폭행당한여자수두룩하다는 전설
180,왠지...윤미향이 클로즈업되는구나...
181,좀 그만 나대라.
182,"이틀에 한번 자는거, 조증이면 가능할수도 ㅎ 당신이 똑바로 살았다면 나이가 들수록 더 많은 사람들이 당신 이야기에 귀를 기울였겠지, 이 아줌마야"
183,좋은 일 하려면 남들 모르게 조용히 해야 하는데 이사람 광고성 기사 심심찮케 본듯. 느낌 안좋다. 왠지
184,얘랑 혜민이링 같은 부류지 아마? ㅋㅋㅋ
185,왜 추한 느낌이 들지 ?? 이 사람은 사랑이 뭔지 아는건가 ?? ㅋㅋㅋㅋ
186,"역겨운 위 선 자..,"
187,거품많은 여자
188,해외다니며 외국남자들과 섬씽많았던거 즐기셨던듯
189,선을 행하며 기뻐하며 사시길 기도합니다.
190,책 다 밝혀지지 않았나요? 앞뒤가 하나도 안맞다고?
191,기사 꺼리가 그리없나씰데 없는 이런게 다 나오고
192,조용히 살아라 나대지 말고
193,"너무 나댐, 이제 자중 좀 배우길"
194,이아줌마 뉴스 왜 갑자기 자꾸 나오죠?
195,참나! 사기꾼이 결혼하는것도 기사로 싣냐!!
196,사기꾼으로 이름 날리신 분 아닌가?
197,고 이미란 씨는 이세상에 잘 왔다가 엄청나게 당하고 저 세상으로 갔습니다. 겨울에는 이미란씨가 무척이나 생각납니다.
198,보기 싫어요
199,결론 : 책팔이
200,속과 겉이 정말 다른 녀자~~~
201,이여자 사기꾼인데 이런 기사는 왜 또써주는거지? 김미리기자님??
202,참 열심히 산다.열심히 살아. 야부리까면서
203,"참 가지가지한다,한마디로 놀구있네,관종!!!"
204,돈 떨어졌시유? 이 여자 믿음이 전혀 안가지 추메하고 같은 부류인가?
205,이사람 인도여행가라고 꼬시고 소설쓴 사람 아니냐?
206,자뻑에 빠져 사는 남 이야기 별로 안 읽고 싶다 .. 그냥 평범한 내 생활이 제일인듯 ...
207,이제는 바람난 할망.
208,덕분에 여성들이 인도등지에서 좋은경험 많이했지요
209,꼴보기 싫은 아줌마
210,이인간도 유명한 국쌍중에 한명이지 ㅋ
211,저렇게 거짓말쟁이란 타이틀 붙이고도 천주교( 기독교) 신자라고 자랑질~? 기독교( 가톨릭+ 개신교)자체가 혐오스럽다~///
212,저 여자가 40년 전에 활동했다면 딱 장영자다.
213,좋은 일 하고 살면 존경 받고 인정받을 수 있는거지..살면서 완벽하게 살 수는 없는 일일테고..열심히 산 삶의 경험이 남들에 좋은 영향 주면 더욱 좋고..
214,조선일보도 참 악질이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
215,책광고 아웃
216,몇 년 못간다. 백퍼.
217,주작꾼 아닌가요? 이걸 왜 조선일보에서까지 참
218,나는 이분이 누군지 모르지요 아무런 관심이 없네요.
219,"아줌마, 약 안사요 !! 안사 !!"
220,이분 소설가분이시죠?
221,"한비야씨 , 이쁘게 사세요 ."
222,"일반적인, 사회적인, 상식적인, 결혼생활과 다른~ 노년에 등본상 혼인으로~ 우리가 알고있는 결혼생활과 비교해 다뤄질 것이 전혀 아닌 당나라 얘긴데?????"
223,시집 잘가라 .두번다시 언론에서 얼굴 안보고십다.
224,이런 쓸데없는 기사 내려라.이젠 안속아. 이래도 책 안 살거야.
225,"지금은 잘 모르겠지만 한때 기사를 검색하면 인도나 중앙아시아에 20~30대 여성이 배낭여행 갔다가 험.한. 경험했다는 기사가 남았고 방송에도 나왔다.한비야와 언론,여행업체들이 바람 잡았고 낭만적으로 생각한 젊은 여성들은 정말 대책없이 배낭과 카메라들고 인도 오지에 갔다가....성인남성도 인도나 중앙아시아 오지에 가면 험한 일이 허다한데 여성 한두명이 간다? 한비야는 그런 일에 일말의 책임도 없다는 것 같다.너도 딸 낳아봐야 그런 짓 못할낀대~"
226,책으로 사기쳤다고 말이 많던데...
227,낮짝 두껍네 끝까지 책팔이하냐
228,한비야 관종책팔이 ㅋ 한때 저 사기술에 속아 한비야책샀던애들 멘붕
229,난 그냥 처음부터 느낌이 안좋던데 ;;;
230,긴글을 다 읽고 낫는데 독특하고 자기중심적인 삶에 거부감이 생기는건 멀까.....
231,이런 사람들이 자꾸 비정상적인 마인드를 퍼뜨리니까 정상적인 절차를 밟고 살아갈 젊은이들이 그런 복잡한 것을 아니하겠다는 것이죠.
232,40kg 배낭??거짓말은 작작 하자..
233,48시간동안 취침은 2시간 한다고 개구라 털지 않앗냐?.
234,"비야님~홀로라면 다 맞을 것 같습니다.가족, 민족 미래?그 어떤 생각없는 그 홀로 만을 위한 생각을 자신있게 말씀하신게 동년배로서 대단함을 느낍니다.내가 왜 이 나이에 미래의 우리 세대를 위해 희생해왔는지 후회스럽네요.조용히 만족하시면서 사세요.식구도 적어지면 개인적이구 그것이 지속되면 가족은 흩어지고, 그러면 ~ 나라는?"
235,이 할머니도 거품.
236,그냥 보기 싫다 웩~~
237,이직도 혼자 인도 가냐?갔다온적은 있을까?어디 혼자 인도 가봐라 앞 뒤 안맞는 이여자의 책
238,그냥가세요.
239,이 분덕에 많은 분들이 인생 조진듯
240,또 약팔러 겨나오는구나.
241,더이상 안속는다
242,관심없는데..애도 참 관종이다.
243,조선일보 기사 쓸게 그토록 없냐? 책 뒷광고네..
244,인도가서 사셔요
245,거짓말쟁이잖아!
246,백형 만나 좋것네 ㅎ 나중엔 헐어
247,"이 아줌마,, 돈 떨어졌나,,,,,"
248,책팔기위해 거짓말? 글쎄? 혜민과 겹쳐지는건 왜일까?
249,아이고 봉석아 ㅋㅋ 갑자기 겹쳐보일라 그러네ㅎㅎ
250,진실되지않아보임.이란여자랑 사는 가족들이 지옥.그나마 정서가 같을수없는 외국인이라 다행.
251,제정신이아닌사람 정신병이다 저것도
252,저런 사기꾼이 한국여자들의 워너비ㅋㅋ
253,우리나라여자들 인도여행이나 해외여행 갔어 실종되거나 죽거나 몸쓸짓을 당해서 돌아온 많은데 어떻게 책임질것냐 한비야씨 이야기해보세요?
254,뻔뻔스러운 사기꾼 거짓말쟁이가 왜 또 겨나와 !!! 국민이 바보 멍충이 호구로 보이냐 !!! 책 안팔려 망해 봐야 정신차릴래!! 너에게 속아서 책사고 읽느라 버린 돈과 시간 모두 모여 소송이라도 걸까!!!
255,책안사
256,같이 있는 사람이 혹시 is 지도자는 아니지?
257,진정한 보혜미안이면 굳이 언론과 저서를 통해 광고할 필요가 있냐? 혜민이도 그렇고.
258,지도밖 행군은 가장 위험한 여행임을 알아야한다는. 교훈.
259,인생은 말장난이다
260,"한비야~갑자기 왜?좋았던 이미지는 이젠 다 거짓인 느낌,조용히 그냥 지내시는게?"
261,늘 호들갑
262,너무 즐거워도 깊이 우울해 집니다 과도한 행복은 가끔씩 다가오는 불행만 못하다는그리스 철학자의 말이 생각납니다 ㅡㅡㅡ
263,왕구라 여행소설 작가 한비야
264,이런것도 기사가 되나 노관심
265,한비야씨따로 또 같이나름 존중하고 존중받고 사는것처럼 이야기하지마세요 가정은 사회 기본 구성단위입니다당신의 라이프스타일대로 좌우할일은 아니에요당신이 공인으로서 대중에게 잘보이기위해살아야한다는 말이아니라적어도 기본단위인 가정을 축소시키는 행위를공인음 통해 상대적박탈감을 느낄 어린 가정들읏생각하시고 살아가시길책팔이말고
266,평생 멋지게 사시더니 인생의 2막도 남가르게 소신껏 잘 ㄱ하고 계신것 같아요. 결혼에 대한 기본은 서로의 이해와 존중인것 같아요 ^^
267,"돈은 한국에서 벌고, 결혼은 양이랑? 전형적인 김치마인드네!!! 여기 댓글들 봐라. 누가 사람취급하나?"
268,관상은 과학이다
269,예전에 말과행동이 일치하지 못한행동때문에 욕좀 먹었죠ᆢᆢ앞으로는 안바쁘게 살기를 굳은목표로 정하셨네요 그런데 책내고 인텨뷰하고 그게 될까요 암튼 언행일치 되어 신령스러운 인간으로 탈바꿈하기를 기원합니다
270,참으로 많은 사람들을 골로 보내신 분! 같이 가실거죠?
271,히치하이킹과 무전취식을 위해 서스럼없이 음...... 진짜 저런 사람이 내 가족 아니어서 참 다행이다 ......
272,역겹다..너나 잘하세요 ~~
273,😎 주위의 여성분들 한비야 저분 엄청 싫어하던데.... 다들 아는 이유가 있겠지요....
274,이분은 멋지기보다는 왠지 포장을 많이해서 부담스럽다.
275,쌀 반가마(40kg)무게의 배낭을 메고 돌아다녔다던 철녀 아니신가.ㅋㅋ
276,이게 왜 뉴스거리지
277,말수 줄이는 것 대신해서 조건이 너무 많군요 결국 자기 멋대로.
278,"조용히,행복하게 사시오."
279,관종
280,얼굴 디밀지 마라 더이상!!!
281,그럼 그만가셔요...
282,우웩 ~
283,토나온다
284,"유언장쓴책팔려고인터뷰했구만ㅉ최고중최고만골랐다는그남편분과그냥잘사세요,세상에대한관심과욕심내려놓으시고ㅉ"
285,사기꾼
286,이딴 쓰레기 기사 써주지 마세요.
287,뒤늦게 결혼 이란걸 한 한비야씨와 남편 조면 결국 같이 살다 죽어야 하는건가 싶다. 평생 혼자 살아도 하나 부적함 없다 생각한 여자분인데
288,전형적인 이상적인 세계관을 보여준 사람 이젠 말처럼 강도 강간 살인 분실 위혐 혐오 등등 이런것도 그대로 책에 실어주세요 그래야 배낭매고 똥인지 오줌인지 구분하고 여행하지 언행일치 보겠습니다.
289,어찌되었든 화끈하게 사시네요~ 축하!
290,왜자끄 기사내지?
291,이여자가 누군데?
292,악플 투성이네이여자 문제구나
293,관심종자일뿐 툳별한거 없다.
294,바람의 딸은 무슨.
295,조선일보ㅋㅋㅋㅋ 하긴 돈주고 사본지 오래됐다
296,구라녀 이란인가 아프간에서 남자 사귄 얘기는 진짜.....
297,자유하는 한비야님! 그물 코에 바람이 자유롭게 드나든것처럼 매임 없는 삶이 한없이 부럽습니다.
298,그동안 번돈으로 홍보하나 몇달전부터 왜 이렇게 기사에 나오냐
299,언냐 깨 볶는다고 했다가 갑자기 이혼소식 들리면 안됩니다.자고로 부부는 떨어져 지내면 남입니다.
300,이 아줌마때매 베낭여행가는 여자애들 많았었는데....
301,개돼지 조련가 또 나왔네.ㅋㅋ
302,살아있는 사람이 쓴 글은 온갖 풍파를 겪고 살아남은 논문 말고는 그닥 믿을것이... ㅋㅋ 책도 수십년의 시간이 지나고나서도 인정받아야 찐인거지 ㅋㅋㅋ
